Date of Inventory Valuation,Time of Inventory Valuation,Date Inventory Received,Time Inventory Received,Invoice ID,Invoice Line #,State Tracking ID,Batch,Receiving License,Product Type,Subtype,Brand,Product Name,Classification,Tier,Available,Reserved,Packed & Ready,Unit Cost,Amount,Unit of Measure,Total Cost,Unit Price,Potential Gross Sales,Location,Date Last Received,Time Last Received,Packaged Date,External Invoice ID,Manifest #,Harvest Batch,Production Batch #,Attributes,Product Barcodes,Inventory Barcodes,Distributor,Distributor License,Harvest Date,Manufacture Date,Expiration Date,Lab Testing State,Total Mg THC,Total Mg CBD,Size,Extraction Method,External ID,Inventory Type,Alpha Bisabolol Lab Result,Alpha Humulene Lab Result,Alpha Pinene Lab Result,Beta Caryophyllene Lab Result,Beta Myrcene Lab Result,Beta Pinene Lab Result,Caryophyllene Lab Result,Cbd Lab Result,Cbda Lab Result,Cbg Lab Result,Cbn Lab Result,Eucalyptol Lab Result,Limonene Lab Result,Linalool Lab Result,Thc Lab Result,Thca Lab Result
"07/27/2025","08:13 AM","07/10/2025","14:22:42","9fb6198b-bc25-4086-a669-61e24b3d663a","ab54b575-dfee-45f3-95c4-45f4654dac74","1A41103000002BE000082225","BTKVX","RE000727","FLOWER","PRE-PACK","KIND TREE","KIND TREE 3.5G CHERRY SLUSHEE FLOWER","HYBRID","","27.000000","0.000000","0.000000","24.000000","3.5","GRAMS","648.000000000000","60.0","1620.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:26:25","07/01/2025","# 6892(AU)","0001096495","","","TOP SHELF","","8Zu","TERRASCEND NJ","MM000005","","","12/27/2025","","","","3.5 G","","515a678d-560c-4c27-bd91-b09f13cc3a8e","ADULT",,0.08 %,0.14 %,0.38 %,1.72 %,0.05 %,,0.07 %,0.08 %,0.18 %,,,0.17 %,,30.62 %,34.03 %
"07/27/2025","08:13 AM","07/21/2025","14:17:21","72eb37cb-ee4e-41db-a939-e7f337d8be9c","be74afc3-32a5-45ae-8a7e-a6b471e16f5c","1A41103000076C1000001164","92HQH","RE000727","FLOWER","PRE-PACK","BLISS CO","BLISS CO 3.5 MIRACLE MINTS FLOWER","INDICA","","29.000000","0.000000","0.000000","32.500000","3.5","GRAMS","942.500000000000","65.0","1885.0","A. LIVE ADULT USE PRODUCTS","07/21/2025","14:21:30","07/16/2025","# 072125-61","0001102159","","","CHILL,HAPPY,TINGLY,TOP SHELF","","VlD","BLISS CO ","C000206","","","12/01/2025","","","","3.5 G","","04bd12fc-db40-4890-ad47-f93aa105a0e8","ADULT",0.123 %,0.104 %,0.0487 %,0.401 %,0.209 %,0.0726 %,,0.0648 %,0.0739 %,0.1146 %,,,0.5 %,,31.87 %,36.21 %
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","af2bfdb8-a15f-4d76-a6ab-8cc4f4b7ebd0","1A4110300001CE9000224724","Q7XMX","RE000727","PREROLL","FLOWER","RYTHM","RYTHM 1G STRAWBERRY SHORTCAKE INFUSED PREROLL","INDICA","","22.000000","0.000000","0.000000","12.500000","1","GRAMS","275.000000000000","25.0","550.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","INFUSED","","qWZ","GREEN THUMB INDUSTRIES","","","","12/12/2025","","","","1 G","","6fc3db79-d70f-4c66-9b36-ebabe5f6f2e2","ADULT",0.1 %,0.1 %,0.03 %,0.77 %,0.11 %,0.04 %,,,,0.22 %,,,0.3 %,,41.56 %,45.13 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","4706fd0b-d8ac-4e16-9ce8-17a2cb2b2074","1A4110300001CE9000083273","XKR56","RE000727","PREROLL","FLOWER","RYTHM","RYTHM 1G BLUE DREAM INFUSED PREROLL","SATIVA","","14.000000","0.000000","0.000000","12.500000","1","GRAMS","175.000000000000","25.0","350.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","UPLIFTED,RELAXED,HAPPY,INFUSED,1G,EARTHY,BERRY,SWEET","","gal","GREEN THUMB INDUSTRIES","","","","01/08/2026","","","","1 G","","3111450f-7613-4328-b386-219d9f52511f","ADULT",0.16 %,0.16 %,0.03 %,0.69 %,0.09 %,0.04 %,,,,0.23 %,,,0.1 %,,48.54 %,52.24 %
"07/27/2025","08:13 AM","06/05/2025","10:07:28","e83f0a81-faa5-4d56-a3aa-5df16b4f0c37","8092d3c8-8b88-4fc9-ac76-6401280030c1","1A4110300000002000153215","VNJ9C","RE000727","FLOWER","PRE-PACK","SIMPLY HERB","SIMPLY HERB 3.5G LEMON PASTRIES FLOWER","HYBRID","","15.000000","0.000000","0.000000","15.000000","3.5","GRAMS","225.000000000000","35.0","525.0","A. LIVE ADULT USE PRODUCTS","06/05/2025","10:34:53","05/29/2025","# 990626 ( AU ) ","0001073784","","","UPLIFTING,EUPHORIC,SOCIABLE,EVERYDAY STEALS,SWEET,LEMON,CREAMY","","WuL","ASCEND NEW JERSEY","9292020","","","11/09/2025","","","","3.5 G","","976a305d-efdb-4f1a-8398-bb2a545cfb6d","ADULT",0.03 %,0.06 %,0.05 %,0.21 %,0.18 %,0.06 %,,,,0.24 %,,,0.14 %,,22.72 %,24.54 %
"07/27/2025","08:13 AM","05/15/2025","15:26:58","90b172ab-d2ae-4c1d-8b58-f948ace718a2","98a29493-e625-42c1-a40f-6082673dc908","1A4110300001CE9000211605","GA5GS","RE000727","EDIBLE","GUMMY","RYTHM","RYTHM 100MG 10PK PINEAPPLE SOLVENTLESS GUMMY","SATIVA","","8.000000","0.000000","0.000000","13.500000","100","MILLIGRAMS","108.000000000000","30.0","240.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","16:52:26","05/14/2025","# 206042 ( AU ) ","0001061041","","","GUMMY,LIVE ROSIN","","3NH","GREEN THUMB INDUSTRIES","","","","10/24/2025","","","","100 MG","","29b0c7d0-b959-4ec9-b7dc-e2c88b1e071e","ADULT",
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","a7f4d365-d9e3-41ca-9d5a-8dba654d9f46","ABC110300003201000017768","DL2AS","RE000727","EDIBLE","GUMMY","MEGA","MEGA 100MG 2PC BAJA BLAZE HASH ROSIN","SATIVA","","77.000000","0.000000","0.000000","9.000000","100","MILLIGRAMS","693.000000000000","18.0","1386.0","A. LIVE ADULT USE PRODUCTS","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","BODY HIGH,UPLIFTING,MEGA,GUMMY,HASH ROSIN,SWEET,SOUR","","F1g","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","12/30/2025","","","","100 MG","","4b9a9e1b-ccab-4681-bc9c-f9c9ea234f61","ADULT",
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","e50e6e07-7bde-400a-bd8e-3cb20df5f612","1A411030000206D000047308","9DEEE","RE000727","CARTRIDGE","READY TO USE","FERNWAY","FERNWAY 0.3G ALPINE STRAWBERRY TRAVELER","SATIVA","","23.000000","0.000000","0.000000","12.800000","0.3","GRAMS","294.400000000000","32.0","736.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","DISPOSABLE,ALPINE STRAWBERRY,0.3G,FERNWAY","","GXK","FERNWAY GARDEN STATE LLC","M000074","","","06/13/2026","","","","0.3 G","","91f4b892-a00a-42f0-a0ab-579096164551","ADULT",0.09 %,,,0.1 %,,,,,,,0.79 %,,3.07 %,,87.1 %,
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","aa8b5905-493b-43ce-a230-a2a7370b5c34","1A4110300006339000025265","PHXDI","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 1:1:1 GRAPEFRUIT THC:CBG:CBN GUMMIES","SATIVA","","35.000000","0.000000","0.000000","11.050000","100","MILLIGRAMS","386.750000000000","26.0","910.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/23/2025","#000753","0001088508","","","WYLD,RATIO,GUMMY","","F6F","WYLD","M000117","","","11/15/2025","","100.0","","100 MG","","b342a36a-fdfd-47a4-86fe-55382251f530","ADULT",
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","ae27ed5c-1a78-4803-b7e8-d7f07a46cf07","1A41103000002BF000130595","F9YRM","RE000727","PREROLL","FLOWER","KIND TREE","KIND TREE 1.75G 5PK DIAMOND INFUSED CHERRY SLUSHEE PREROLLS","HYBRID","","9.000000","0.000000","0.000000","15.200000","1.75","GRAMS","136.800000000000","34.0","306.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","07/01/2025","#6893(AU)","0001096784","","","MULTI-PACK,INFUSED","","xLn","TERRASCEND NJ","MM000005","","","01/01/2026","","","","1.75 G","","24496dc0-37fc-427b-b423-e884da59f8bd","ADULT",,0.03 %,0.02 %,0.2 %,0.54 %,,,0.04 %,0.05 %,0.12 %,,,0.05 %,,45.92 %,50.28 %
"07/27/2025","08:13 AM","07/15/2025","16:15:23","d5d35f9a-7518-4a50-8916-a66bfecc2ef1","7f39049c-31be-4942-817e-7ab470c80549","1A4110300000002000161773","7S8GQ","RE000727","FLOWER","PRE-PACK","OZONE","OZONE 3.5G ANIMAL CAKE FLOWER","SATIVA","","16.000000","0.000000","0.000000","17.500000","3.5","GRAMS","280.000000000000","40.0","640.0","A. LIVE ADULT USE PRODUCTS","07/15/2025","16:27:06","02/25/2025","#1024958","0001097449","","","EMOTIONAL RELIEF,ENERGY,CREATIVITY,SWEET SPOT,CHEMICAL,EARTHY,FLORAL","","0IO","ASCEND NEW JERSEY","9292020","","","08/25/2025","","","","3.5 G","","452a0071-6534-48e1-a876-c819085be497","ADULT",0.05 %,0.17 %,0.05 %,0.6 %,0.05 %,0.09 %,,,,0.09 %,,,0.52 %,,25.67 %,28.71 %
"07/27/2025","08:13 AM","07/02/2025","15:40:42","2bee88b2-4b4f-4ece-9b5f-9f2cc3f45909","7501eb74-fa82-46ed-9e28-edf3ee0417b5","1A411030000445D000019446","BV505","RE000727","EDIBLE","GUMMY","CAMINO","CAMINO MIDNIGHT BLUEBERRY SLEEP 5:1 CBN 20 PK GUMMIES","INDICA","","5.000000","0.000000","0.000000","13.000000","100","MILLIGRAMS","65.000000000000","26.0","130.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:51:52","07/01/2025","#615626","0001092802","","","MIDNIGHT BLUEBERRY SLEEP,GUMMY,RATIO,CAMINO","","T6M","GARDEN SOCIETY","m00000001","","","","","100.0","","100 MG","","4b2169c5-cc4d-4b58-bc59-ff2c4b2f4138","ADULT",
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","f890dcf0-5885-43b5-be26-79072e414ad1","1A4110300001CE9000083272","2TPSG","RE000727","EDIBLE","GUMMY","INCREDIBLES","INCREDIBLES 100MG 10PK SUMMER PEACH BITES","HYBRID","","20.000000","0.000000","0.000000","8.000000","100","MILLIGRAMS","160.000000000000","35.0","700.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","GUMMY","","8JQ","GREEN THUMB INDUSTRIES","","","","07/11/2026","","100.0","","100 MG","","7f6cd489-07b1-4a81-8ad7-9d96699e7e01","ADULT",
"07/27/2025","08:13 AM","07/23/2025","16:04:46","b5ca84c6-f2d7-47ba-838f-18f3b790ac79","bcb2e67d-0fcf-4ae6-9bc5-eb89fd0be1fb","1A41103000002BE000083474","CZ0RA","RE000727","FLOWER","PRE-PACK","LEGEND","LEGEND 28G PLATINUM PEACHES LITTLES","INDICA","","4.000000","0.000000","0.000000","108.000000","28","GRAMS","432.000000000000","240.0","960.0","A. LIVE ADULT USE PRODUCTS","07/23/2025","16:10:42","07/15/2025","","","","","RELIEF,RELAXING,CALMING,BIG BAGS,SWEET,PEACH,MINTY","","8MA","TERRASCEND NJ","MM000005","","","01/11/2026","","","","28 G","","0b3c45c4-7537-46f0-a01b-3f8b4915d9a2","ADULT",0.08 %,0.18 %,0.06 %,0.62 %,0.5 %,0.08 %,,0.06 %,0.07 %,0.1 %,,,0.74 %,,28.96 %,32.62 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","1832a89e-132a-4c40-9371-000473d1cb95","1A4110300001CE9000083280","6YA2Q","RE000727","FLOWER","PRE-PACK SMALLS","RYTHM","RYTHM 7G BANANACONDA FLOWER","HYBRID","","24.000000","0.000000","0.000000","37.500000","7","GRAMS","900.000000000000","95.0","2280.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","COUCH LOCK,EUPHORIC,RELAXED,PAIN RELIEF,BIG BAGS,SWEET BANANA,SPICY,EARTHY","","cco","GREEN THUMB INDUSTRIES","","","","06/24/2026","","","","7 G","","c11c6db8-51c3-4ebe-8088-e0d0186967c3","ADULT",,0.06 %,0.29 %,0.25 %,0.07 %,0.16 %,,,,0.3 %,,,1.2 %,,27.15 %,30.54 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","81429d76-8a80-45d9-ad3c-c98e26c9b3b7","1A411030000206D000047320","DJ2T9","RE000727","CARTRIDGE","ALL-IN-ONE","FERNWAY","FERNWAY MANGO VAPE 2G TRAVELER","HYBRID","","16.000000","0.000000","0.000000","38.000000","2","GRAMS","608.000000000000","95.0","1520.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","DISPOSABLE","","Qrn","FERNWAY GARDEN STATE LLC","M000074","","","07/08/2026","","","","2 G","","f8e1c2a5-51a7-462b-a370-04d123d16eb7","ADULT",0.0776 %,0.0965 %,0.029 %,0.368 %,1.31 %,0.104 %,,0.1119 %,,2.441 %,0.455 %,,0.413 %,,82.5 %,
"07/27/2025","08:13 AM","06/05/2025","10:07:28","e83f0a81-faa5-4d56-a3aa-5df16b4f0c37","10d75d97-adac-4ab3-972b-a4fb0d34ffcb","1A4110300000002000153208","X3HU8","RE000727","PREROLL","FLOWER","MISS GRASS","MISS GRASS 8G 20PK ALL TIMES SPARKS PARTY PACK PREROLLS","HYBRID","","35.000000","0.000000","0.000000","50.000000","8","GRAMS","1750.000000000000","110.0","3850.0","A. LIVE ADULT USE PRODUCTS","06/05/2025","10:34:53","05/27/2025","# 990626 ( AU ) ","0001073784","","","MOOD ENHANCING,RELAXED,BALANCED,MULTI-PACK,PINE,CITRUS,SPICY","","VL9","ASCEND NEW JERSEY","9292020","","","11/27/2025","","","","8 G","","0cb4d59c-545c-4f93-be57-fc5520156c4f","ADULT",0.03 %,0.16 %,0.34 %,0.51 %,2.66 %,0.13 %,,0.05 %,0.06 %,0.31 %,,,0.22 %,,31.13 %,33.34 %
"07/27/2025","08:13 AM","05/29/2025","14:31:41","53c3e8ab-1f6a-45d5-881a-14a4e1c1afbb","7451159d-661a-48dc-9d68-8158c71f59b4","1A4110300001CE9000206470","E01NG","RE000727","FLOWER","PRE-PACK SMALLS","RYTHM","RYTHM 7G ROSE GOLD RUNTZ POPCORN","HYBRID","","2.000000","0.000000","0.000000","37.500000","7","GRAMS","75.000000000000","95.0","190.0","A. LIVE ADULT USE PRODUCTS","05/29/2025","14:42:55","05/28/2025","# 208149","0001069555","","","CREATIVE,HAPPY,EUPHORIA,BIG BAGS,CITRUS,SWEET,FLORAL","","hHh","GREEN THUMB INDUSTRIES","","","","10/30/2025","","","","7 G","","ed888388-dcff-42a4-9985-26a69587788d","ADULT",,0.22 %,0.06 %,1.31 %,0.16 %,0.07 %,,,,0.42 %,,,0.56 %,,28.46 %,32.05 %
"07/27/2025","08:13 AM","07/22/2025","16:19:45","6368dc93-537a-4fd5-9060-15fc2d3b79e0","8dbcf33c-3598-4c2a-a12b-f3d58d49ba91","ABC110300003201000017771","2N9WJ","RE000727","EDIBLE","GUMMY","PEARLS","GRÖN PEARLS 100MG 10PK RASPBERRY LEMONADE SATIVA","SATIVA","","28.000000","0.000000","0.000000","8.250000","100","MILLIGRAMS","231.000000000000","22.0","616.0","A. LIVE ADULT USE PRODUCTS","07/22/2025","16:20:57","07/18/2025","#1030915","0001105554","","","GRÖN PEARLS 100MG 10PK RASPBERRY LEMONADE SATIVA,GUMMY","","CKl","MPX NEW JERSEY LLC ℅ GRÖN","MC000000001","","","09/06/2025","","100.0","","100 MG","","8f362ca0-4198-4fec-a47d-cd3d82176023","ADULT",
"07/27/2025","08:13 AM","06/26/2025","12:29:07","e616efe5-45cd-4f9a-8b4b-7826ef4ee072","4a2df2dc-7209-42d7-b450-a8c59af8c48c","1A4110300005461000007089","B1IZ3","RE000727","FLOWER","PRE-PACK","GREEN JOY","GREEN JOY 3.5G PURPLE PUNCH FLOWER","INDICA","","6.000000","0.000000","0.000000","25.000000","3.5","GRAMS","150.000000000000","50.0","300.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","12:44:37","06/25/2025","# 1011063","0001088559","","","TOP SHELF","","WvH","GREEN MEDICINE NJ LLC","C000346","","","12/10/2025","","","","3.5 G","","abbda050-590d-4dbb-a156-31b863b66908","ADULT",0.08 %,0.45 %,0.09 %,1.32 %,0.56 %,0.1 %,,,,0.22 %,,,0.87 %,,26.38 %,29.65 %
"07/27/2025","08:13 AM","07/17/2025","14:23:29","af4fcfeb-9a91-4302-b6a3-e067de51f1a3","d0321a73-37fe-4c8a-8024-b167013d5f66","1A4110300001CE9000083284","PUW41","RE000727","FLOWER","PRE-PACK","GOOD GREEN","GOOD GREEN 3.5G WHITE DURBAN MIXED BUDS","SATIVA","","48.000000","0.000000","0.000000","15.000000","3.5","GRAMS","720.000000000000","55.0","2640.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","14:36:44","07/16/2025","#1101423 (AU)","0001101423","","","SWEET SPOT","","wGn","GREEN THUMB INDUSTRIES","","","","06/18/2026","","","","3.5 G","","1ccd51d3-6494-45f3-bfd2-72179409414d","ADULT",,0.05 %,0.11 %,0.23 %,0.33 %,0.12 %,,,,0.48 %,,,0.21 %,,24.43 %,27.07 %
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","100725d5-3f43-403c-9762-91c6dcff09f4","1A4110300001CE9000224733","3ZTZV","RE000727","FLOWER","PRE-PACK","GOOD GREEN","GOOD GREEN 7G GMO X TROPHY WIFE MIXED BUDS","HYBRID","","18.000000","0.000000","0.000000","32.500000","7","GRAMS","585.000000000000","79.0","1422.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","BIG BAGS","","oTE","GREEN THUMB INDUSTRIES","","","","12/14/2025","","","","7 G","","b723f5df-e72b-458b-bb55-d474c8699376","ADULT",0.09 %,0.15 %,0.07 %,0.63 %,0.38 %,0.09 %,,,,0.44 %,,,0.77 %,,27.81 %,31.41 %
"07/27/2025","08:13 AM","06/18/2025","15:07:01","a9aab693-4a37-4c90-9dbf-76ed140b2c65","9a384dc2-6579-4aa8-860b-cc348d79da48","1A411030000206D000043964","ZDOFF","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY 1G BLUEBERRY CAKE CARTRIDGE","INDICA","","12.000000","0.000000","0.000000","24.000000","1","GRAMS","288.000000000000","60.0","720.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:16:08","06/17/2025","# 016623","0001082621","","","CARTRIDGE","","nru","FERNWAY GARDEN STATE LLC","M000074","","","05/24/2026","","","","1 G","","964e6704-624a-4a63-ac8a-e7fffc26604a","ADULT",0.21 %,0.18 %,0.5 %,0.85 %,1.16 %,0.19 %,,,,2.4 %,0.43 %,,0.26 %,,84.03 %,
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","b6ea4613-0190-4552-b54b-e91863a87386","1A411030000206D000047309","9EKC5","RE000727","CARTRIDGE","ALL-IN-ONE","FERNWAY","FERNWAY 1G TRAVELER ALPINE STRAWBERRY","SATIVA","","44.000000","0.000000","0.000000","26.000000","1","GRAMS","1144.000000000000","65.0","2860.0","A. LIVE ADULT USE PRODUCTS","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","DISPOSABLE","","J6A","FERNWAY GARDEN STATE LLC","M000074","","","11/11/2025","","","","1 G","","56e633d9-e212-41c8-8272-394f665b9baf","ADULT",0.02 %,,,,0.02 %,,,0.17 %,,2.77 %,0.47 %,,2.84 %,,87.57 %,
"07/27/2025","08:13 AM","06/26/2025","12:10:30","adcb0b1a-9099-4f4a-b83c-cc9e58c97cf4","6dcf8a52-c07a-46dc-9cc4-928fb1808171","1A4110300006C99000020827","T1J30","RE000727","PREROLL","FLOWER","ROVE","ROVE ICE PACK 1G ACAPULCO GOLD (ROSIN, DIAMOND, HASH) INFUSED PREROLL","SATIVA","","2.000000","0.000000","0.000000","14.999208","1","GRAMS","29.998416000000","30.0","60.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","12:17:07","06/25/2025","#598","0001088136","","","1G,INFUSED","","DBL","VICTORY NATURAL FARMS, LLC","M000123","","","10/27/2025","","","","1 G","","39145750-496a-48e2-84ac-4367ee34d85a","ADULT",,0.14 %,0.03 %,0.51 %,,0.02 %,,,,0.48 %,0.64 %,,,,38.4 %,18.06 %
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","01c493b7-d5e0-4809-94bb-a011f9d6b7f4","1A4110300001CE9000224721","GPHTI","RE000727","PREROLL","FLOWER","DOGWALKERS","DOGWALKERS ANIMAL FACE INFUSED 1G PREROLL","INDICA","","2.000000","0.000000","0.000000","12.500000","1","GRAMS","25.000000000000","25.0","50.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","INFUSED,1G","","DLI","GREEN THUMB INDUSTRIES","","","","12/11/2025","","","","1 G","","aae8a9c4-59fe-485e-855a-d0c4cfcbf723","ADULT",0.06 %,0.18 %,0.02 %,0.82 %,0.12 %,0.03 %,,,,0.3 %,,,0.2 %,,39.19 %,42.55 %
"07/27/2025","08:13 AM","07/21/2025","12:17:40","3cfbb024-6d5d-4353-8482-74e257c82dc8","c6edfebf-30fe-4baf-8a70-9261cf615b88","1A411030000238D000090357","H0GSW","RE000727","FLOWER","PRE-PACK","GARDEN GREENS","GARDEN GREENS 3.5G DOUBLE DEJA VU FLOWER","INDICA","","61.000000","0.000000","0.000000","25.500000","3.5","GRAMS","1555.500000000000","60.0","3660.0","A. LIVE ADULT USE PRODUCTS","07/21/2025","12:27:03","07/18/2025","# 4824","0001103589","","","RELAXATION,FOCUSED,UPLIFTED,CREATIVE,TOP SHELF,SWEET,FLORAL,SPICY","","1MI","GARDEN GREENS NJ","mc000000001","","","01/13/2026","","","","3.5 G","","6217ecf7-e15e-4975-a8ce-3b38926eaad4","ADULT",0.08 %,0.13 %,0.48 %,0.52 %,1.56 %,0.09 %,,,,0.44 %,,,,,29.33 %,31.43 %
"07/27/2025","08:13 AM","06/05/2025","10:07:28","e83f0a81-faa5-4d56-a3aa-5df16b4f0c37","208c68e1-1ef5-46c1-baac-355012742922","1A4110300000002000153217","84UO7","RE000727","FLOWER","PRE-PACK SMALLS","SIMPLY HERB","SIMPLY HERB 7G SHAKE MANDARIN Z","S/I","","16.000000","0.000000","0.000000","15.000000","7","GRAMS","240.000000000000","50.0","800.0","A. LIVE ADULT USE PRODUCTS","06/05/2025","10:34:53","04/17/2025","# 990626 ( AU ) ","0001073784","","","EUPHORIC,RELAXED,MOOD ENHANCING,SHAKE,PINEY,SWEET,CITRUS","","1au","ASCEND NEW JERSEY","9292020","","","10/17/2025","","","","7 G","","19e93e3a-10a8-44b6-9e09-2f98fb253479","ADULT",0.09 %,0.14 %,0.1 %,0.46 %,0.18 %,0.12 %,,,,0.24 %,,,0.96 %,,22.88 %,25.47 %
"07/27/2025","08:13 AM","06/23/2025","15:57:01","16be0d4d-62dc-48e7-b43a-e4ce959b30d0","03062c30-f1f0-432b-b44e-985c89213e49","1A41103000002BF000112529","MQKAJ","RE000727","CARTRIDGE","510 THREAD","LEGEND","LEGEND 1G GRAPE GUSHERS CARTRIDGE","INDICA","","7.000000","0.000000","0.000000","24.000000","1","GRAMS","168.000000000000","60.0","420.0","A. LIVE ADULT USE PRODUCTS","06/23/2025","15:59:11","05/13/2025","#6513(AU)","0001085107","","","EVERYDAY STEALS,CARTRIDGE","","9CJ","TERRASCEND NJ","MM000005","","","10/16/2025","","","","1 G","","b4f39ba7-b35c-40f6-bb72-86c2c431fe89","ADULT",,,,0.04 %,0.04 %,,,0.27 %,,4.01 %,0.3 %,,0.1 %,,86.2 %,
"07/27/2025","08:13 AM","05/16/2024","13:33:21","0aad39db-da56-46dc-b9f1-0f811a40b686","555a93b4-86e8-4aac-a9fd-c8af660a56b2","FWYVR8FC99XNDI6Z8NJYRBMA","1PTBW","","MERCH","BATTERY","AIRO SPORT","AIRO SPORT COBALT BLUE MAGNETIC BATTERY","","","20.000000","0.000000","0.000000","10.000000","","","200.000000000000","20.0","400.0","ANCILLARY","05/16/2024","13:38:14","","","","","","BATTERY,AIRO SPORT,VAPORIZER,COLBALT BLUE,MAGNETIC BATTERY","","pDm","ASCEND NEW JERSEY","9292020","","","","","","","ONE SIZE","","558a6cde-2bfc-4bc9-b746-9000f3569d71","ALL",
"07/27/2025","08:13 AM","07/02/2025","13:48:53","f65ce8e4-8109-49c4-a0b5-85fc40c71424","38cc925b-b77e-44d9-8e5d-c6790ec4992f","1A41103000002BF000106741","FD767","RE000727","CARTRIDGE","510 THREAD","LEGEND","LEGEND 1G  BLUEBERRY MUFFIN CARTRIDGE","HYBRID","","25.000000","0.000000","0.000000","24.000000","1","GRAMS","600.000000000000","60.0","1500.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","13:49:47","06/02/2025","#6789 (AU)","0001092103","","","CARTRIDGE","","JIo","TERRASCEND NJ","MM000005","","","11/15/2025","","","","1 G","","161334bf-acac-47d2-ae74-2958da1c5596","ADULT",0.04 %,0.03 %,0.01 %,0.25 %,0.12 %,0.03 %,,0.27 %,,3.37 %,0.3 %,,0.27 %,,88.19 %,
"07/27/2025","08:13 AM","07/02/2025","14:45:31","bc834479-a120-4818-9d16-7f00152740ca","4f4d5a05-fb2d-4d71-9411-86eaad12dc39","1A4110300001CE9000224710","5HHZQ","RE000727","CARTRIDGE","READY TO USE","&SHINE","&SHINE 0.5G SUPER LEMON HAZE DISPOSABLE (NCD)","SATIVA","","2.000000","0.000000","0.000000","15.000000","0.5","GRAMS","30.000000000000","30.0","60.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","15:05:51","07/01/2025","# 213213","0001091753","","","ENERGETIC,HAPPY,CREATIVE,UPLIFTED,DISPOSABLE,LEMON,CITRUS,PINE","","MRt","GREEN THUMB INDUSTRIES","","","","09/27/2025","","","","0.5 G","","b308bfea-857c-450b-abcb-1c252f55d420","ADULT",,0.03 %,0.1 %,0.4 %,0.29 %,0.1 %,,,,4.56 %,0.41 %,,1.6 %,,86.89 %,
